phone_id,phone_number,imei,service_provider
PH_0620,+918146764942,869017329470172,Jio
PH_0621,+918583274296,863565312638628,Airtel
PH_0622,+918572171352,866434508617508,Airtel
PH_0623,+917174469727,864796015307251,BSNL
PH_0624,+917251961948,862032410102293,Vi
PH_0625,+916655851097,864959145601228,Airtel
PH_0626,+919964932788,866263017739564,Jio
PH_0627,+916092624498,867900070874270,Vi
PH_0628,+917814355114,869330853139644,Vi
PH_0629,+919254357648,867877923530969,Airtel
PH_0630,+918267074575,865980988483298,Vi
PH_0631,+918990913497,864435643398277,BSNL
PH_0632,+916417984375,866687098914072,Airtel
PH_0633,+919649904956,869050074700636,Jio
PH_0634,+918478872199,868770186658272,BSNL
PH_0635,+917250185823,863550769128884,Jio
PH_0636,+916936889011,861161710835857,Vi
PH_0637,+919117963765,863597847178818,BSNL
PH_0638,+917834428050,862688164089312,Vi
PH_0639,+918035280879,863061809668126,Vi
PH_0640,+918548600919,868106979238005,Jio
PH_0641,+916145998097,865235348006895,BSNL
PH_0642,+918098632248,867604565344604,Airtel
PH_0643,+919340328400,865842069253554,BSNL
PH_0644,+917577640521,863108878774340,Airtel
PH_0645,+916354923180,869603343701362,Jio
PH_0646,+916098899199,865816717768614,Airtel
PH_0647,+919411680270,864185117162300,BSNL
PH_0648,+918079586549,868630880150061,Vi
PH_0649,+918454243528,862748589575888,Vi
PH_0650,+916272723132,864253598835529,BSNL
PH_0651,+919491241190,861346607047282,BSNL
PH_0652,+918388260217,869596506268457,Airtel
PH_0653,+918228663296,863184642419398,Jio
PH_0654,+918828589764,863065439474609,Jio
PH_0655,+919702276600,861090967139157,BSNL
PH_0656,+919438177052,863161718441306,Airtel
PH_0657,+916553260471,864627422352051,Jio
PH_0658,+916377188000,865516426530925,Airtel
PH_0659,+916363398580,863194642081540,Vi
PH_0660,+917561476763,868439620386815,Airtel
PH_0661,+917066599674,861813039886045,Vi
PH_0662,+918831060255,868827724365642,Jio
PH_0663,+918478503075,867197624052053,Jio
PH_0664,+918954638206,861789499871717,Jio
PH_0665,+916157771113,863491888801878,Vi
PH_0666,+919676857818,864787442296987,Jio
PH_0667,+918586190457,864799122214968,Vi
PH_0668,+917191405559,868424376300373,Airtel
PH_0669,+918361581808,865583825181372,BSNL
PH_0670,+918790736347,863872919343584,BSNL
PH_0671,+917958796094,863519833756259,Jio
PH_0672,+916303044487,864391501903852,Vi
PH_0673,+918420824631,869997185573749,Jio
PH_0674,+917802539655,863700768068743,Vi
PH_0675,+919383506796,867667651657734,Airtel
PH_0676,+918592473405,862362567627306,Vi
PH_0677,+916535244065,862935017930205,BSNL
PH_0678,+916283293302,867382703542945,Vi
PH_0679,+919341789294,863573859023012,Jio
PH_0680,+917175304017,862722324248413,BSNL
PH_0681,+916954451581,863172934060224,Jio
PH_0682,+918261195798,862681435108639,Vi
PH_0683,+919008433628,864002388140641,Vi
PH_0684,+919229269576,864179948960829,Vi
PH_0685,+919462108703,868086050204225,BSNL
PH_0686,+918543952630,865557508219488,Airtel
PH_0687,+918949175145,863508803648838,BSNL
PH_0688,+918437654971,865706147804183,Airtel
PH_0689,+919944676828,867515355865705,Jio
PH_0690,+918912912223,868359893337472,BSNL
PH_0691,+916786427950,869836760632252,Vi
PH_0692,+917184650635,868528874158556,Jio
PH_0693,+917310770039,868152433353995,Vi
PH_0694,+919630302254,862348961072925,Jio
PH_0695,+916402153307,862486305265039,Vi
PH_0696,+918380098110,869671236557709,Airtel
PH_0697,+917820995777,869949324712423,Jio
PH_0698,+918060106614,868130181257647,Airtel
PH_0699,+918646930819,865296449320096,Airtel
PH_0700,+918608649529,864959546665146,Jio
PH_0701,+916322648158,868434807031422,BSNL
PH_0702,+917628199646,867563442251350,Airtel
PH_0703,+917451521111,866102927375691,Vi
PH_0704,+918075004731,865657005315203,Jio
PH_0705,+916009596257,867925930438702,Jio
PH_0706,+919964496896,862011414403043,Vi
PH_0707,+916025302093,869098657035242,Vi
PH_0708,+917281406275,862882715633429,Airtel
PH_0709,+917502043261,868070315710472,Vi
PH_0710,+916038069463,868576757552588,BSNL
PH_0711,+916848446906,868224795174161,Airtel
PH_0712,+919921773774,861122352503575,Jio
PH_0713,+919304752292,865400866730301,Jio
PH_0714,+918021635448,867585882918007,Vi
PH_0715,+917565497109,865740834481801,Airtel
PH_0716,+917883652701,863845155372627,Jio
PH_0717,+917519292165,868635365616792,Airtel
PH_0718,+917542910061,864490559518646,Airtel
PH_0719,+916814184372,861705598271743,Jio
PH_0720,+917694562195,863817634295248,Jio
PH_0721,+918058556284,865677146064690,Airtel
PH_0722,+917808590634,866712853828511,BSNL
PH_0723,+918155466185,867841134029110,Jio
PH_0724,+916471298719,862898193775807,Airtel
PH_0725,+916541696649,867052276967824,Airtel
PH_0726,+919295893248,865160467979916,Airtel
PH_0727,+918913320633,867020813299154,BSNL
PH_0728,+918564468364,861140606197915,BSNL
PH_0729,+918062413300,865961930476590,BSNL
PH_0730,+916354828271,868545230611949,Jio
PH_0731,+918652628333,864287845739833,Jio
PH_0732,+917207482097,863026222666415,Vi
PH_0733,+919010582093,868549782029669,Jio
PH_0734,+918035354181,862815954918286,Jio
PH_0735,+916810327163,863618360142070,Jio
PH_0736,+916517376881,868057199473504,Airtel
PH_0737,+917176226755,864384392992406,Jio
PH_0738,+917830957372,862598585296386,Airtel
PH_0739,+917633602176,864900824278973,Vi
PH_0740,+917829981864,862080094919178,BSNL
PH_0741,+918765414165,866351751109463,Airtel
PH_0742,+917156403157,865936478970780,Vi
PH_0743,+919056236865,865344007551279,Vi
PH_0744,+919844452015,864195659921402,Airtel
PH_0745,+916002301808,866659670625951,Jio
PH_0746,+917225427052,865928354962902,Airtel
PH_0747,+917850733732,865437495098534,BSNL
PH_0748,+917561569542,866352964981711,Airtel
PH_0749,+916416127433,861239096309089,Jio
PH_0750,+917422543580,867360030672960,Vi
PH_0751,+917023285481,865856105839841,Jio
PH_0752,+918509666281,862534952804097,Airtel
PH_0753,+916560430538,863115708771828,Airtel
PH_0754,+918519262249,864353585236452,Jio
PH_0755,+919026491892,862314683637028,Vi
PH_0756,+917294831357,869343941846188,Jio
PH_0757,+918291612234,863704630110466,Airtel
PH_0758,+916549034032,868353807384890,Vi
PH_0759,+919829335496,867111631629887,Vi
PH_0760,+917926216462,862191579086911,BSNL
PH_0761,+917799609152,869864608248469,Airtel
PH_0762,+916716980913,865821526651491,Jio
PH_0763,+917244064601,862071878558844,Jio
PH_0764,+919181347543,867995705152669,BSNL
PH_0765,+918940739520,863908014919791,BSNL
PH_0766,+919224351311,867758170890546,BSNL
PH_0767,+917721633165,865778611616254,Jio
PH_0768,+916790558940,863813219043109,Jio
PH_0769,+918543104905,861157611219792,BSNL
PH_0770,+918163880803,865554920506010,Vi
PH_0771,+919661352590,866210741667373,Vi
PH_0772,+918371470157,864006988652411,Jio
PH_0773,+916195904052,865189884761239,Vi
PH_0774,+916167893174,863605497308374,Vi
PH_0775,+919982499657,865755099904467,Airtel
PH_0776,+918759143335,865380780844200,Jio
PH_0777,+918296067730,861021973846588,Vi
PH_0778,+918717352279,866709596852453,Airtel
PH_0779,+919029934995,868181759176364,Vi
PH_0780,+917394297304,862009254012266,Airtel
PH_0781,+919538760086,864858407420320,Vi
PH_0782,+916759072075,862870815861621,BSNL
PH_0783,+918808155776,864880254637926,Vi
PH_0784,+917154459322,863737592669983,BSNL
PH_0785,+916995243301,867482969251270,Jio
PH_0786,+919874782671,862647029793288,BSNL
PH_0787,+916779594723,864253263308581,Jio
PH_0788,+916811147196,869631035960070,Jio
PH_0789,+918781267374,861370578558289,Vi
PH_0790,+916699730242,864126243357084,BSNL
PH_0791,+918952218016,864305440426581,Airtel
PH_0792,+916616423848,868499322345587,Jio
PH_0793,+917954313872,868082273877653,Airtel
PH_0794,+919110874528,863416034117014,Airtel
PH_0795,+918591125930,867644742743760,BSNL
PH_0796,+916088974176,861772813556292,Jio
PH_0797,+917066624804,862472186445256,Vi
PH_0798,+916612615256,861238798623375,Airtel
PH_0799,+919400156805,862497687118351,Jio
PH_0800,+916597988721,866408064525720,Vi
PH_0801,+918056895862,865287040991072,Airtel
PH_0802,+918334428286,865705961483447,Airtel
PH_0803,+916091087253,861785227073367,Airtel
PH_0804,+918339220005,862805160746438,BSNL
PH_0805,+916609176803,861421870210937,Jio
PH_0806,+917834532707,863591520487127,Vi
PH_0807,+918814769504,864974076743881,BSNL
PH_0808,+918949638733,869650546925706,Jio
PH_0809,+916473029049,862787670711752,Vi
PH_0810,+917534625773,863080197508324,Vi
PH_0811,+919965627504,864131680141097,BSNL
PH_0812,+918278396996,863643231298494,Vi
PH_0813,+918683316346,866050097977201,Vi
PH_0814,+919759823710,865767860042580,BSNL
PH_0815,+918842116065,862343460116042,Airtel
PH_0816,+919701033334,863579797249614,Vi
PH_0817,+916634711065,868857172796796,BSNL
PH_0818,+919498894110,862988858967918,BSNL
PH_0819,+919121185924,863543816685172,Airtel
PH_0820,+917387503825,863246245440371,Jio
PH_0821,+919296539503,867203586412567,Vi
PH_0822,+918122600663,869467200885306,BSNL
PH_0823,+918584467005,863432383711430,Jio
PH_0824,+917645767952,869665241563503,Jio
PH_0825,+917651961479,868420479082744,Jio
PH_0826,+919019762806,865136428242880,Vi
PH_0827,+916012309827,861304300988918,Vi
PH_0828,+918398200084,862048445138013,Vi
PH_0829,+917549875589,863451648981843,Vi
PH_0830,+917977353085,868408444725486,Jio
PH_0831,+916905110100,864950630412617,Airtel
PH_0832,+919208320641,863062176154221,Jio
PH_0833,+917621181725,861462710061838,BSNL
PH_0834,+917596371622,862299578106781,BSNL
PH_0835,+919596765375,861528960326129,Jio
PH_0836,+917568711995,862387881218831,Jio
PH_0837,+916330992932,863634603784314,Jio
PH_0838,+918017624177,863464209817653,Vi
PH_0839,+918019427054,868809699395461,Airtel
PH_0840,+917231663777,863740667021547,Airtel
PH_0841,+919784541097,861565400035930,Jio
PH_0842,+918161637381,861189667253841,BSNL
PH_0843,+919576333768,869828614794312,Vi
PH_0844,+919046647159,868452744568423,Jio
PH_0845,+917167490678,862619087231899,BSNL
PH_0846,+916537443660,864726928385026,BSNL
PH_0847,+918658772734,864848531201747,BSNL
PH_0848,+916788958738,869240721223303,BSNL
PH_0849,+917345139329,863900737031292,Airtel
PH_0850,+919450315857,864424910954070,Vi
PH_0851,+916465578258,862366247994978,Vi
PH_0852,+918590682033,861491067111552,Jio
PH_0853,+917212069537,862147213529770,Jio
PH_0854,+918564571185,866441335672728,Jio
PH_0855,+918369496447,861570926574899,Jio
PH_0856,+917156067809,861805236819568,Airtel
PH_0857,+917351112065,861147354335850,Vi
PH_0858,+919228438569,869797803004964,Jio
PH_0859,+917350648839,867875176811582,Vi
PH_0860,+916556270789,866828688863895,BSNL
PH_0861,+919850486204,869859407073625,Airtel
PH_0862,+918156834290,861417256874508,BSNL
PH_0863,+918048497671,861660789424818,Vi
PH_0864,+916692447546,862384968495405,Airtel
PH_0865,+919085773843,863833469616301,Vi
PH_0866,+917921912834,863309770498515,Vi
PH_0867,+917249155118,861701930376867,BSNL
PH_0868,+917026972351,862711533828088,Airtel
PH_0869,+916612559057,862537147899554,BSNL
PH_0870,+916404216517,866516691392936,Jio
PH_0871,+917269627466,862198989394630,Vi
PH_0872,+918476098565,867216378160344,Airtel
PH_0873,+916305517870,869107918746794,Vi
PH_0874,+918032640310,865505328281953,BSNL
PH_0875,+918792983216,863473575435505,Airtel
PH_0876,+918442691577,861697881758384,Vi
PH_0877,+919689390899,868053567345328,BSNL
PH_0878,+919680791091,863270665821682,BSNL
PH_0879,+917575103101,867572647059656,Airtel
PH_0880,+918930030550,869900946893038,BSNL
PH_0881,+917128835207,865306952791548,Airtel
PH_0882,+916663839732,862854794768473,Vi
PH_0883,+917614141871,864921618582286,BSNL
PH_0884,+919754483808,867137909858819,BSNL
PH_0885,+918012143631,862917551942446,Airtel
PH_0886,+916774268185,862905813475235,BSNL
PH_0887,+919299465388,864510848493013,BSNL
PH_0888,+917411844389,866579439420636,Vi
PH_0889,+918595746889,864738710168720,BSNL
PH_0890,+916491028289,868994129749647,Airtel
PH_0891,+918341106022,863561819003668,Jio
PH_0892,+917375191063,861552196242531,BSNL
PH_0893,+916268007062,864755834695622,Airtel
PH_0894,+916908355009,861403160078639,BSNL
PH_0895,+917158988822,862469635183115,Jio
PH_0896,+916297465366,868126527158442,Airtel
PH_0897,+917281346811,865565090989345,Jio
PH_0898,+919567181201,862623728459251,BSNL
PH_0899,+917468961055,863891788187393,Jio
PH_0900,+917500130102,868374209488510,BSNL
PH_0901,+918042254462,863829455122632,BSNL
PH_0902,+917523392144,867844332394839,Airtel
PH_0903,+918409083421,864494373059644,Airtel
PH_0904,+919104074578,863545268539738,Vi
PH_0905,+918852128598,861250467525998,Jio
PH_0906,+919850442961,869783841570369,Vi
PH_0907,+916487937820,868149720153620,Vi
PH_0908,+918236353823,861067526704373,BSNL
PH_0909,+919575606753,863211295124186,BSNL
PH_0910,+918744125013,861640368654745,Jio
PH_0911,+919202789486,864302739793718,BSNL
PH_0912,+918991213165,864802667650080,Vi
PH_0913,+916900925556,864362754853047,Airtel
PH_0914,+917590239196,867402996426740,Airtel
PH_0915,+917296841600,866402624994605,Airtel
PH_0916,+919003544284,869022994820854,BSNL
PH_0917,+917762597948,867194853505303,BSNL
PH_0918,+918246997276,862994307189688,Jio
PH_0919,+917970632194,867564549921918,Jio
PH_0920,+918374058517,863863003260003,BSNL
PH_0921,+917638802005,868695208215368,Vi
PH_0922,+919015464849,862747437497426,Airtel
PH_0923,+919461484918,862828956995677,Airtel
PH_0924,+918790116381,868236729969533,Airtel
PH_0925,+918132042931,862754686270375,BSNL
PH_0926,+918161921273,864725543284367,Jio
PH_0927,+919336675287,863011681419943,Jio
PH_0928,+919677963600,867168107505210,BSNL
PH_0929,+917773541214,861134843970986,Vi
PH_0930,+919359506482,869925903841467,Vi
PH_0931,+917149372498,866408499840531,BSNL
PH_0932,+918891804979,861074051912475,BSNL
PH_0933,+916140336385,861459628201805,Jio
PH_0934,+919395215160,866586034231864,Vi
PH_0935,+916731908588,868567701576892,Jio
PH_0936,+918386883320,867889013684584,Jio
PH_0937,+918646850542,867921960138367,Airtel
PH_0938,+919441693196,863265290745977,BSNL
PH_0939,+919127220285,868091737115682,Vi
PH_0940,+918221688140,868692966937450,Jio
PH_0941,+916427683935,869869650050675,Airtel
PH_0942,+918712018738,865578077217992,Jio
PH_0943,+917384717361,862637257693391,Airtel
PH_0944,+916110123941,861203742171990,Jio
PH_0945,+916119478823,862387155895022,BSNL
PH_0946,+916108619179,864282893133653,Jio
PH_0947,+918802563740,864903686795596,Vi
PH_0948,+916832488843,867651985425521,Vi
PH_0949,+918831490250,865836355434989,Airtel
PH_0950,+916617485408,861406421751552,Airtel
PH_0951,+916476447262,863158632929755,Airtel
PH_0952,+916609178356,865609713078140,Jio
PH_0953,+916398474792,869693346157822,Vi
PH_0954,+919920098784,864658617708209,BSNL
PH_0955,+916432381741,868275768903896,Airtel
PH_0956,+918089575851,864698294602352,BSNL
PH_0957,+917611705235,866518559298545,BSNL
PH_0958,+919472691748,864161787864755,Vi
PH_0959,+916043552210,864143502189763,Airtel
PH_0960,+916503400821,867034325610367,Vi
PH_0961,+918078381873,863783160345157,Vi
PH_0962,+919979644466,864389251437143,Airtel
PH_0963,+918301905670,864801700378123,Vi
PH_0964,+916493012661,864817790297811,Airtel
PH_0965,+917406772445,864866065698628,Airtel
PH_0966,+919125636238,865707827814443,Vi
PH_0967,+918068348342,867129313338855,Vi
PH_0968,+918005937631,868672941042771,BSNL
PH_0969,+919961454933,865398875672764,Jio
PH_0970,+916849872844,862809868406117,Vi
PH_0971,+916711474712,864624068062027,BSNL
PH_0972,+917861746627,868850697093154,BSNL
PH_0973,+918561216903,865779212314176,Vi
PH_0974,+918675382218,868552197675764,Jio
PH_0975,+918435856503,867577110690746,Airtel
PH_0976,+917930172860,865451782379438,BSNL
PH_0977,+917260459282,867195621313194,BSNL
PH_0978,+916128591125,864161588347656,Vi
PH_0979,+917844202253,864271866986328,Vi
PH_0980,+917053633420,864784178175644,Vi
PH_0981,+917597574443,863148834212914,Airtel
PH_0982,+917368329940,861191934754435,Vi
PH_0983,+916918145589,866659887456141,Jio
PH_0984,+918412227961,867782037838145,Vi
PH_0985,+918584719544,862809115229911,Vi
PH_0986,+919076337420,868656879580905,Vi
PH_0987,+919493502674,864484593388063,Jio
PH_0988,+916213286953,869692166518262,BSNL
PH_0989,+916200969429,865831796373797,BSNL
PH_0990,+916512213630,868963402340787,Jio
PH_0991,+918583125110,865159172703069,Airtel
PH_0992,+917224224246,866001325227548,Jio
PH_0993,+919614828553,868086553675510,Airtel
PH_0994,+919847558512,861689460421388,Vi
PH_0995,+918769290424,862219840601047,BSNL
PH_0996,+916408536494,865833130985757,Vi
PH_0997,+919237083706,868040936702930,Airtel
PH_0998,+918389935392,866509475012835,BSNL
PH_0999,+918629897176,867919394489886,Vi
PH_1000,+918991259771,868997160243259,BSNL
PH_1001,+919645019830,863138509192816,Vi
PH_1002,+918654191036,861511542388699,Jio
PH_1003,+916205446492,861183933935253,Jio
PH_1004,+916451554348,866682213988720,BSNL
PH_1005,+916972128295,862546919193294,Jio
PH_1006,+919110019797,861090149495387,Airtel
PH_1007,+917115350130,862945805195880,Airtel
PH_1008,+917306916015,865638886983363,Vi
PH_1009,+918954600756,867677868776756,Vi
PH_1010,+919000742597,863110807606976,Jio
PH_1011,+917371523398,863606451991794,BSNL
PH_1012,+918735480334,865232808763762,BSNL
PH_1013,+918840128614,866661971813148,BSNL
PH_1014,+916969934690,865638958954985,Vi
PH_1015,+919055359754,867206583341431,Jio
PH_1016,+918832448381,864624333336167,Airtel
PH_1017,+916322742735,869701482474182,Airtel
PH_1018,+916912575226,869234380601201,BSNL
PH_1019,+916807099214,862840340424495,Vi
PH_1020,+916896194129,866488729324056,BSNL
PH_1021,+918814446299,862857592731895,Jio
PH_1022,+916939673695,867399143488436,BSNL
PH_1023,+917943180190,864571323134243,BSNL
PH_1024,+916807254039,865887967586432,BSNL
PH_1025,+916705217830,866406016348396,Airtel
PH_1026,+916632604586,865231016088431,Airtel
PH_1027,+919840121888,864291924270782,Vi
PH_1028,+916122777002,868965149502245,Vi
PH_1029,+917140651959,862479832288655,Vi
PH_1030,+917853165178,863646610670981,BSNL
PH_1031,+918156891321,869935382455553,Vi
PH_1032,+916228307893,865795079045774,Vi
PH_1033,+916420102358,868434279237459,Jio
PH_1034,+917262745715,868083214751094,Jio
PH_1035,+918551421745,869682737875096,BSNL
PH_1036,+916468944111,861879098890568,Jio
PH_1037,+916477096961,863023872684348,Airtel
PH_1038,+919844246833,865197326275052,Airtel
PH_1039,+918285488356,865845157038992,Jio
PH_1040,+919790739390,868119835247220,BSNL
PH_1041,+917687430058,864865905664959,Vi
PH_1042,+918126746095,864007360605062,Jio
PH_1043,+917493072850,866066501903285,Vi
PH_1044,+919152000372,862657870720170,Jio
PH_1045,+918161399993,869386448139764,Vi
PH_1046,+919661734239,863994617068217,Vi
PH_1047,+918926773184,863929466001260,Jio
PH_1048,+917426596199,869009683948611,Jio
PH_1049,+916054695674,869347982039120,BSNL
PH_1050,+917434751674,864122530674827,Vi
PH_1051,+919784972278,864002512753910,Airtel
PH_1052,+918551232705,869589938914772,Jio
PH_1053,+918029665156,861795038759061,Airtel
PH_1054,+918436392052,863944213595397,Jio
PH_1055,+919329701564,862757044964865,Vi
PH_1056,+919452692504,866904446961490,BSNL
PH_1057,+918107376583,867170729043469,Vi
PH_1058,+918849317889,865460265526138,Vi
PH_1059,+917970319532,866297209194730,Vi
PH_1060,+919828415377,862982060211665,Vi
PH_1061,+918945420528,861363525174272,Jio
PH_1062,+917762306443,864877738133435,Jio
PH_1063,+917534138301,861543304052470,Jio
PH_1064,+918480705258,868580502561393,Vi
PH_1065,+916886084049,862570860086895,Jio
PH_1066,+919954149831,867648415303559,Airtel
PH_1067,+917176494120,864077459631771,Vi
PH_1068,+919909826129,867136129866511,Vi
PH_1069,+917679444852,868342629479559,Vi
PH_1070,+917328533462,861722373009092,Vi
PH_1071,+919582739614,863162998647971,BSNL
PH_1072,+919415928831,867106551604207,Vi
PH_1073,+916473264907,861150192729539,BSNL
PH_1074,+919982435523,863588514626974,BSNL
PH_1075,+918924542318,866097983035414,Jio
PH_1076,+917304147917,866070152305886,Airtel
PH_1077,+919435050715,861271848781343,BSNL
PH_1078,+916175892199,865978800501120,Airtel
PH_1079,+916228463400,866379396572507,Airtel
PH_1080,+917848222489,861012172409999,Airtel
PH_1081,+917079898502,867159574600133,Vi
PH_1082,+919372680168,869834142182778,Jio
PH_1083,+916369382071,865761886922183,Jio
PH_1084,+919148439236,868598642084430,Airtel
PH_1085,+917248985201,861563580702745,BSNL
PH_1086,+917523133874,868431952313847,BSNL
PH_1087,+919883349761,864046466412985,BSNL
PH_1088,+918915952991,866673118931760,Jio
PH_1089,+918934842114,864512285356963,Vi
PH_1090,+916582787332,866296551621484,Vi
PH_1091,+916367640292,867610742246032,BSNL
PH_1092,+916412498542,869861862975073,Vi
PH_1093,+918011671937,868522008986289,BSNL
PH_1094,+917806058066,868219674440363,BSNL
PH_1095,+916118854361,868407816869096,Airtel
PH_1096,+919246378777,866321064398318,Jio
PH_1097,+918492465821,867564909939712,Jio
PH_1098,+918666701128,861941857737229,BSNL
PH_1099,+916540890313,869138988593193,BSNL
PH_1100,+919604328146,862486292099715,Airtel
PH_1101,+917160392103,862883986888763,Vi
PH_1102,+918552669535,863134860158306,Airtel
PH_1103,+919013231659,863398719068461,Jio
PH_1104,+919844220524,863722374708729,Vi
PH_1105,+918698267940,864533417087147,Airtel
PH_1106,+916288372981,863688649680682,Airtel
PH_1107,+918232620908,865346922929705,Jio
PH_1108,+916444988777,861431531437732,BSNL
PH_1109,+917678103394,866274743015549,BSNL
PH_1110,+918077559531,864238331022224,Jio
PH_1111,+919615163315,868602621238978,Jio
PH_1112,+918732446042,864247088295649,Jio
PH_1113,+919515645918,864003215860778,Jio
PH_1114,+918045084752,866100189768125,Vi
PH_1115,+918867043264,869674067691892,Vi
PH_1116,+918867748200,867881719503094,BSNL
PH_1117,+918996395544,862888925994864,BSNL
PH_1118,+917790556687,868476737023468,Jio
PH_1119,+916120133063,869041396067288,Airtel
PH_1120,+918423259574,861194946114862,Vi
PH_1121,+916146387689,868819502827860,Airtel
PH_1122,+919900295590,867240188300123,Jio
PH_1123,+918009645719,865872461512689,Airtel
PH_1124,+916679955714,869806219471312,Jio
PH_1125,+917498230953,867869907803145,Airtel
PH_1126,+916749458391,863665696875248,Vi
PH_1127,+918817212424,869084585695148,Jio
PH_1128,+917195461796,866328587442266,BSNL
PH_1129,+916292960178,869511101042839,BSNL
PH_1130,+918026160767,863277446034147,Vi
PH_1131,+918529100509,862187145169211,Airtel
PH_1132,+916126795342,865076607635421,Airtel
PH_1133,+918857274115,869783664333601,BSNL
PH_1134,+917390106458,865074892782128,Jio
PH_1135,+916452826172,867759816698333,BSNL
PH_1136,+919961573889,862086903192524,Vi
PH_1137,+916491661170,862283121200259,BSNL
PH_1138,+919278571664,866648629607356,Airtel
PH_1139,+919001004149,867641950068792,Jio
PH_1140,+918737594009,864441126656944,Vi
PH_1141,+918109271409,864965483558558,Jio
PH_1142,+919187526779,868632853054452,Jio
PH_1143,+916369445790,861427701896925,Airtel
PH_1144,+916874195977,867322214349398,BSNL
PH_1145,+918440808550,866991788465744,Jio
PH_1146,+918930719057,864343615613712,Jio
PH_1147,+918449720786,869335790964974,Vi
PH_1148,+917531092238,868718344658059,BSNL
PH_1149,+918686376206,863233718619033,Vi
PH_1150,+916433418050,869770829713168,Jio
PH_1151,+916221100658,861396558280954,Jio
PH_1152,+919527576042,866102166101846,Vi
PH_1153,+917676868646,867295147624533,Airtel
PH_1154,+919747112149,863778291822693,Vi
PH_1155,+916321165294,869798718309603,Vi
PH_1156,+917714635390,861999089472376,Airtel
PH_1157,+918502988880,861567064437758,Vi
PH_1158,+917809923704,864527288625839,Vi
PH_1159,+919814051350,862046961568693,Jio
PH_1160,+916877175367,866801357808716,Airtel
PH_1161,+917011968176,862282020057297,Airtel
PH_1162,+917485395392,862245459152167,BSNL
PH_1163,+918569024491,862421330793912,BSNL
PH_1164,+916556046133,862829835344226,Airtel
PH_1165,+918132866657,864962139990643,Vi
PH_1166,+917853345235,866336400626199,Jio
PH_1167,+916092098088,861974662282310,Airtel
PH_1168,+919322643566,861916898952795,BSNL
PH_1169,+919288577072,868559680331481,BSNL
PH_1170,+918360277484,863032111250516,BSNL
PH_1171,+916506774170,867186332202964,Jio
PH_1172,+917473713393,865187841888868,Jio
PH_1173,+916395097504,861178621751946,Jio
PH_1174,+917774102729,861805598634576,Airtel
PH_1175,+919750605143,865396843176597,Airtel
PH_1176,+916329044656,863229331356225,BSNL
PH_1177,+916775643094,861770012886491,Vi
PH_1178,+917501810324,865298791640960,Vi
PH_1179,+916557127028,867999105007270,BSNL
PH_1180,+918824296704,862340359666322,Vi
PH_1181,+918334942645,869706782875083,Vi
PH_1182,+919855335187,868800606736245,Vi
PH_1183,+917575967938,865297774675048,Vi
PH_1184,+917369488764,862836113316929,Airtel
PH_1185,+917488787930,868228002289424,BSNL
PH_1186,+917201662484,864578044680921,Jio
PH_1187,+919613894362,866365404296967,Jio
PH_1188,+916527198854,861627674944081,Jio
PH_1189,+918999355782,868983331415551,Airtel
PH_1190,+916091438352,865754673778368,Vi
PH_1191,+918526472243,866284459800268,Airtel
PH_1192,+916256495642,867754307435849,BSNL
PH_1193,+916080953576,867733919333832,BSNL
PH_1194,+917907050257,864947265708360,Jio
PH_1195,+917629196971,861551066414909,Vi
PH_1196,+916111635207,866995891791696,BSNL
PH_1197,+919718334842,866058088364338,BSNL
PH_1198,+917820357559,865576368884009,Jio
PH_1199,+917637632518,863320305516624,Airtel
PH_1200,+917205597858,865827332646562,Airtel
PH_1201,+917073452407,866936915361434,BSNL
PH_1202,+916165812391,865825892028735,Vi
PH_1203,+917154261079,865409467816741,Airtel
PH_1204,+916533891998,866646425040306,Vi
PH_1205,+919640382786,868804723449957,BSNL
PH_1206,+916074159865,861156508218629,BSNL
PH_1207,+916158929928,867313455404438,BSNL
PH_1208,+918739085759,868186415912609,Airtel
PH_1209,+918489235583,862399896633643,Vi
PH_1210,+919852775860,868748396066660,Jio
PH_1211,+917108131444,865566736266570,BSNL
PH_1212,+916546416390,863582024796589,Airtel
PH_1213,+916999320584,864238570705065,BSNL
PH_1214,+918490611661,861735802348644,Jio
PH_1215,+916261189271,865561220784645,Vi
PH_1216,+916069227038,861789064173077,Jio
PH_1217,+917502077414,862361973486428,BSNL
PH_1218,+916486115413,862363699513672,Jio
PH_1219,+916876353362,862255917026568,BSNL
PH_1220,+919761760595,863518066673722,Airtel
PH_1221,+917402480930,866894242550757,BSNL
PH_1222,+919854270267,867591280057167,BSNL
PH_1223,+917262991125,861548131957085,Jio
PH_1224,+917581844680,866115497650500,Jio
PH_1225,+919916463262,861449215901289,Airtel
PH_1226,+918615798918,869986416362249,Vi
PH_1227,+916922854141,861573733268736,Jio
PH_1228,+917636767626,862381472846672,Airtel
PH_1229,+916964568093,869858650949102,BSNL
PH_1230,+918314847294,863133452185958,Airtel
PH_1231,+918607483282,866576761705588,Vi
PH_1232,+916837619957,866782074076967,Jio
PH_1233,+919431704416,865060298722387,BSNL
PH_1234,+917352126022,868826465700041,BSNL
PH_1235,+917554267761,867189390139785,Airtel
PH_1236,+919928329603,868895139235058,BSNL
PH_1237,+916986825871,865310161240605,BSNL
PH_1238,+918895259482,867009891409603,Vi
PH_1239,+916506651617,868185830351636,BSNL
PH_1240,+918169069878,863611268165623,BSNL
