account_id,account_number,bank_name,balance
ACC_0547,670960591325,Axis Bank,902395.85
ACC_0548,127672389870,HDFC Bank,1930467.39
ACC_0549,291843276477,ICICI Bank,4918179.14
ACC_0550,721398574914,HDFC Bank,3206549.47
ACC_0551,961463362356,HDFC Bank,754265.6
ACC_0552,612460425385,HDFC Bank,4340282.47
ACC_0553,938079352528,Axis Bank,1581756.8
ACC_0554,941525914044,Punjab National Bank,2653409.97
ACC_0555,843180961540,State Bank of India,3935024.32
ACC_0556,121843130183,State Bank of India,4600938.77
ACC_0557,159568893213,ICICI Bank,4263152.03
ACC_0558,494715241590,HDFC Bank,3718177.95
ACC_0559,336042626187,ICICI Bank,4203551.89
ACC_0560,784458615763,ICICI Bank,2917659.16
ACC_0561,593183597777,Axis Bank,1693765.24
ACC_0562,418580135461,ICICI Bank,508395.95
ACC_0563,274211980525,HDFC Bank,817120.47
ACC_0564,684624250184,Punjab National Bank,2048989.77
ACC_0565,708002717560,Axis Bank,3499613.21
ACC_0566,857122137563,HDFC Bank,4880647.51
ACC_0567,204990062756,State Bank of India,678858.1
ACC_0568,621327206939,Axis Bank,2384923.35
ACC_0569,124769669530,Punjab National Bank,3440919.37
ACC_0570,498650067049,Axis Bank,2924871.13
ACC_0571,590407241407,State Bank of India,4851513.24
ACC_0572,838505041166,Punjab National Bank,1719800.27
ACC_0573,174603445189,HDFC Bank,675582.06
ACC_0574,844318281380,Axis Bank,4583903.27
ACC_0575,971599312244,HDFC Bank,4807913.98
ACC_0576,419204969826,State Bank of India,1774204.54
ACC_0577,980397733302,Axis Bank,80761.72
ACC_0578,752367082425,Axis Bank,4958517.32
ACC_0579,311538803488,Punjab National Bank,1401948.96
ACC_0580,129703671966,Axis Bank,1593519.19
ACC_0581,156551327248,HDFC Bank,3502873.91
ACC_0582,590756335141,Axis Bank,1688251.62
ACC_0583,921510577574,Axis Bank,3297393.2
ACC_0584,707020264365,State Bank of India,654118.63
ACC_0585,111270722874,Punjab National Bank,97041.58
ACC_0586,320678302110,Axis Bank,1900704.65
ACC_0587,860363757868,ICICI Bank,3484583.6
ACC_0588,500873499512,Punjab National Bank,4268279.68
ACC_0589,567224239240,Axis Bank,3536695.32
ACC_0590,891761068049,ICICI Bank,2762360.86
ACC_0591,411337155994,ICICI Bank,417447.32
ACC_0592,193079706303,ICICI Bank,4307534.21
ACC_0593,228401565519,State Bank of India,4053964.66
ACC_0594,940981339838,State Bank of India,1215562.18
ACC_0595,508782562838,State Bank of India,770876.63
ACC_0596,361140269616,State Bank of India,4318588.31
ACC_0597,894610375744,State Bank of India,3682781.12
ACC_0598,782508577611,State Bank of India,782062.71
ACC_0599,793468696662,ICICI Bank,3930872.03
ACC_0600,770469446328,State Bank of India,281775.91
ACC_0601,319639108224,State Bank of India,928688.46
ACC_0602,100393358576,Axis Bank,3958172.06
ACC_0603,328634319398,State Bank of India,3585178.9
ACC_0604,453849045211,Punjab National Bank,964000.3
ACC_0605,318259719323,Axis Bank,3027683.67
ACC_0606,616195218108,ICICI Bank,3658092.15
ACC_0607,168122042206,Axis Bank,925454.31
ACC_0608,185926461741,HDFC Bank,4870977.59
ACC_0609,255749522616,Punjab National Bank,2877594.97
ACC_0610,869612379088,State Bank of India,3514637.61
ACC_0611,306483901814,HDFC Bank,4243232.91
ACC_0612,277071689955,Axis Bank,3176849.33
ACC_0613,424666491554,Punjab National Bank,2061997.65
ACC_0614,416283947099,HDFC Bank,2133190.01
ACC_0615,481498187599,HDFC Bank,2653223.67
ACC_0616,851482435008,ICICI Bank,1407964.24
ACC_0617,169412101082,State Bank of India,314852.1
ACC_0618,167572351889,Punjab National Bank,3778494.97
ACC_0619,187746588954,Axis Bank,60982.72
ACC_0620,841930984619,State Bank of India,1592671.84
ACC_0621,499064638607,Punjab National Bank,3391299.56
ACC_0622,723053205254,ICICI Bank,3636017.48
ACC_0623,595291608392,ICICI Bank,3711221.04
ACC_0624,505790437758,Axis Bank,1501935.63
ACC_0625,445697998316,Punjab National Bank,4995488.04
ACC_0626,349925371258,Punjab National Bank,853594.14
ACC_0627,489514297576,Axis Bank,2325259.14
ACC_0628,458465015203,Axis Bank,2318655.67
ACC_0629,610667701246,Axis Bank,764271.55
ACC_0630,927802801931,Axis Bank,2098566.22
ACC_0631,963887282468,ICICI Bank,1907905.3
ACC_0632,795227432123,HDFC Bank,1997691.84
ACC_0633,576801285370,HDFC Bank,756042.22
ACC_0634,305926686392,HDFC Bank,475136.17
ACC_0635,617076660349,HDFC Bank,1355179.52
ACC_0636,122324194131,Axis Bank,1961767.26
ACC_0637,407302026538,HDFC Bank,950540.35
ACC_0638,897175243274,Axis Bank,2164848.36
ACC_0639,633262369170,State Bank of India,1767493.67
ACC_0640,173469759984,ICICI Bank,3530414.51
ACC_0641,420438136850,HDFC Bank,1176526.95
ACC_0642,645217485117,HDFC Bank,2082310.72
ACC_0643,792812617551,HDFC Bank,1693563.96
ACC_0644,852953344838,Punjab National Bank,2145558.16
ACC_0645,757653326842,HDFC Bank,2648653.97
ACC_0646,896033951248,ICICI Bank,4035814.3
ACC_0647,241150224141,ICICI Bank,2827073.12
ACC_0648,170753242751,State Bank of India,2235943.96
ACC_0649,372373943499,HDFC Bank,4722939.17
ACC_0650,356359218189,ICICI Bank,3169723.27
ACC_0651,965333637017,ICICI Bank,2775423.74
ACC_0652,974357501234,ICICI Bank,3491949.41
ACC_0653,241312394717,ICICI Bank,3908194.02
ACC_0654,353022454173,Punjab National Bank,3047326.19
ACC_0655,637940784336,Punjab National Bank,2349292.96
ACC_0656,443680694402,Punjab National Bank,4403760.09
ACC_0657,926283603919,HDFC Bank,3118411.38
ACC_0658,680169798747,Axis Bank,2313983.62
ACC_0659,395183768562,State Bank of India,2247975.14
ACC_0660,313792447774,ICICI Bank,3559826.19
ACC_0661,167764960103,Axis Bank,1233681.5
ACC_0662,102719014181,ICICI Bank,1781487.71
ACC_0663,630946659683,Punjab National Bank,731454.86
ACC_0664,633950487429,ICICI Bank,3024250.35
ACC_0665,321346766736,HDFC Bank,4788670.75
ACC_0666,763991581013,State Bank of India,1478802.26
ACC_0667,907713967538,HDFC Bank,2617987.46
ACC_0668,411402863936,HDFC Bank,3953755.81
ACC_0669,870615879892,State Bank of India,1491586.89
ACC_0670,255496026904,ICICI Bank,127393.19
ACC_0671,807173387409,Axis Bank,394469.65
ACC_0672,952400424450,HDFC Bank,2233978.79
ACC_0673,711526117093,HDFC Bank,2969631.48
ACC_0674,446854951322,State Bank of India,4684577.99
ACC_0675,402605972002,HDFC Bank,3531777.36
ACC_0676,411184697814,HDFC Bank,2932815.2
ACC_0677,233216812597,State Bank of India,4338820.75
ACC_0678,626359302200,ICICI Bank,709622.45
ACC_0679,893846554896,Axis Bank,2751085.47
ACC_0680,579442433310,ICICI Bank,1978292.95
ACC_0681,771417679439,State Bank of India,3218461.27
ACC_0682,719866920847,Punjab National Bank,197867.99
ACC_0683,162327312864,HDFC Bank,2483886.37
ACC_0684,176995658533,HDFC Bank,758698.06
ACC_0685,278338984641,HDFC Bank,460205.17
ACC_0686,470900838824,State Bank of India,2063796.3
ACC_0687,176239323225,Axis Bank,2003398.82
ACC_0688,675792551808,Axis Bank,3209451.72
ACC_0689,861909976204,HDFC Bank,2740939.5
ACC_0690,993737484275,HDFC Bank,2243042.23
ACC_0691,938013614029,ICICI Bank,1137753.38
ACC_0692,808912330377,Punjab National Bank,122101.77
ACC_0693,347807964046,Axis Bank,212931.77
ACC_0694,934164257143,HDFC Bank,4749880.14
ACC_0695,650347115415,ICICI Bank,1615428.32
ACC_0696,799031538638,Axis Bank,97259.4
ACC_0697,421115534909,Axis Bank,118542.17
ACC_0698,867573972956,Axis Bank,2750605.38
ACC_0699,319215689220,Punjab National Bank,180991.93
ACC_0700,740935847812,Axis Bank,36754.72
ACC_0701,188913657952,Punjab National Bank,4408353.13
ACC_0702,283949311860,Axis Bank,1064678.88
ACC_0703,106598057563,Punjab National Bank,1407804.32
ACC_0704,510411023304,Punjab National Bank,1942710.51
ACC_0705,322628866753,Punjab National Bank,1282134.86
ACC_0706,457323121762,ICICI Bank,1963769.57
ACC_0707,416326328379,Axis Bank,145058.57
ACC_0708,837237186326,Punjab National Bank,3850313.31
ACC_0709,302742170531,State Bank of India,209258.78
ACC_0710,219420001511,HDFC Bank,1001513.03
ACC_0711,909902871942,ICICI Bank,4164815.56
ACC_0712,334823928130,Punjab National Bank,4089483.6
ACC_0713,608356359224,State Bank of India,3239502.61
ACC_0714,723757284548,ICICI Bank,1084813.48
ACC_0715,439404690412,State Bank of India,1082901.35
ACC_0716,324772526488,Axis Bank,4734028.58
ACC_0717,891942885285,ICICI Bank,2289963.79
ACC_0718,763103240905,HDFC Bank,4604173.94
ACC_0719,716242661715,Punjab National Bank,1427427.04
ACC_0720,834382633307,HDFC Bank,389292.95
ACC_0721,778738835456,State Bank of India,4285972.72
ACC_0722,404714130413,State Bank of India,1517929.3
ACC_0723,900502107417,Punjab National Bank,4806080.78
ACC_0724,156252185989,ICICI Bank,1077327.9
ACC_0725,913566301631,ICICI Bank,381421.41
ACC_0726,819052631553,State Bank of India,1488052.17
ACC_0727,431228206518,HDFC Bank,1314365.55
ACC_0728,229728052480,State Bank of India,4401572.55
ACC_0729,623694137781,HDFC Bank,72705.84
ACC_0730,894938726113,HDFC Bank,2276767.64
ACC_0731,739462390627,Punjab National Bank,1366399.64
ACC_0732,868896035917,Punjab National Bank,2399145.26
ACC_0733,863350696599,HDFC Bank,1078162.4
ACC_0734,844736758938,Axis Bank,150460.68
ACC_0735,574582819955,Axis Bank,2062708.84
ACC_0736,117063506144,Punjab National Bank,4487143.16
ACC_0737,171539595344,ICICI Bank,3549798.82
ACC_0738,627073536838,HDFC Bank,4009903.14
ACC_0739,834544260113,ICICI Bank,4815984.85
ACC_0740,358505791479,Axis Bank,4051959.28
ACC_0741,817241660443,State Bank of India,4367730.9
ACC_0742,716050113700,Axis Bank,3960026.9
ACC_0743,154728732297,ICICI Bank,1820809.94
ACC_0744,506295527057,Axis Bank,4103750.29
ACC_0745,278432658583,ICICI Bank,3293348.11
ACC_0746,896163552047,Punjab National Bank,2704294.31
ACC_0747,908831295908,ICICI Bank,2035601.23
ACC_0748,540578654853,ICICI Bank,2337953.4
ACC_0749,943305821081,ICICI Bank,739018.3
ACC_0750,927522764700,Axis Bank,3378877.77
ACC_0751,496888589631,Axis Bank,433141.35
ACC_0752,465663385866,ICICI Bank,3227675.24
ACC_0753,926569757851,Punjab National Bank,4309138.0
ACC_0754,473845789219,Punjab National Bank,4591575.12
ACC_0755,791415492242,HDFC Bank,2994363.95
ACC_0756,793809923417,HDFC Bank,4255638.19
ACC_0757,252787846279,HDFC Bank,4123602.84
ACC_0758,187601656984,Axis Bank,4403734.35
ACC_0759,654009995875,Punjab National Bank,210850.14
ACC_0760,731806075889,State Bank of India,1274331.1
ACC_0761,832508598901,HDFC Bank,3698816.61
ACC_0762,880326884118,ICICI Bank,2446410.78
ACC_0763,904556841663,ICICI Bank,2742705.09
ACC_0764,672926992893,Axis Bank,1096138.04
ACC_0765,921846864118,Axis Bank,3439316.91
ACC_0766,220207332442,HDFC Bank,3202706.27
ACC_0767,269452154032,HDFC Bank,3581293.23
ACC_0768,975714555153,Punjab National Bank,3999876.1
ACC_0769,256745702997,State Bank of India,3474992.03
ACC_0770,363309652753,Axis Bank,1514985.17
ACC_0771,693604183092,State Bank of India,4757801.31
ACC_0772,126590170769,State Bank of India,156456.12
ACC_0773,328153282163,HDFC Bank,4138455.36
ACC_0774,180232057210,State Bank of India,1267916.07
ACC_0775,232933587155,Axis Bank,4724428.17
ACC_0776,545223117643,State Bank of India,3489394.75
ACC_0777,474951570420,Axis Bank,1875204.77
ACC_0778,569456188828,Punjab National Bank,2948864.29
ACC_0779,797839583899,Punjab National Bank,2967087.6
ACC_0780,639787699126,State Bank of India,2500474.24
ACC_0781,131574439021,ICICI Bank,3503456.88
ACC_0782,979872046284,Axis Bank,3764836.87
ACC_0783,210680394106,Axis Bank,3443267.12
ACC_0784,855791246324,Axis Bank,4973196.94
ACC_0785,140286652786,Axis Bank,3795488.32
ACC_0786,620063968917,ICICI Bank,2719131.03
ACC_0787,366644302955,State Bank of India,2273976.3
ACC_0788,472584342257,HDFC Bank,3018440.07
ACC_0789,136375278493,ICICI Bank,1549758.08
ACC_0790,876432006248,Axis Bank,1083560.22
ACC_0791,204842759146,State Bank of India,3419435.08
ACC_0792,957598637179,State Bank of India,4677755.38
ACC_0793,174923256230,Punjab National Bank,906985.14
ACC_0794,865684182938,Punjab National Bank,1941502.37
ACC_0795,692383280443,State Bank of India,1266768.32
ACC_0796,865009561335,Punjab National Bank,2456003.91
ACC_0797,597796423739,ICICI Bank,4267921.76
ACC_0798,417998590455,Punjab National Bank,1657746.61
ACC_0799,852090325479,HDFC Bank,4842855.28
ACC_0800,315078306992,Axis Bank,2431751.01
ACC_0801,525226211418,HDFC Bank,3862540.88
ACC_0802,430900922106,HDFC Bank,1117889.82
ACC_0803,851041885399,Punjab National Bank,4227846.56
ACC_0804,882666446589,Axis Bank,4042284.13
ACC_0805,207872783185,HDFC Bank,696887.33
ACC_0806,765490890695,Punjab National Bank,119367.33
ACC_0807,501562887919,Axis Bank,103667.49
ACC_0808,506706826069,Punjab National Bank,532534.22
ACC_0809,136394084004,ICICI Bank,2182019.33
ACC_0810,566871740130,State Bank of India,326811.53
ACC_0811,834218912712,ICICI Bank,2373652.95
ACC_0812,229439694020,State Bank of India,810814.62
ACC_0813,304313400834,HDFC Bank,2231064.49
ACC_0814,701280476832,ICICI Bank,2787285.0
ACC_0815,175066921907,HDFC Bank,2911020.43
ACC_0816,714677894531,State Bank of India,1162009.22
ACC_0817,427050537850,HDFC Bank,3733464.1
ACC_0818,110268020228,ICICI Bank,300909.94
ACC_0819,116269710201,State Bank of India,2623291.06
ACC_0820,741092105305,Punjab National Bank,45278.6
ACC_0821,992839453531,HDFC Bank,1598326.46
ACC_0822,982531551438,HDFC Bank,944146.39
ACC_0823,626025086862,Axis Bank,1071398.33
ACC_0824,525942291846,Punjab National Bank,3167349.42
ACC_0825,180762006511,HDFC Bank,3335744.66
ACC_0826,662030167406,HDFC Bank,4306066.19
ACC_0827,624278042197,Punjab National Bank,4949344.77
ACC_0828,718787062692,HDFC Bank,1236092.04
ACC_0829,554207453473,ICICI Bank,4688105.14
ACC_0830,391318937123,Axis Bank,299305.41
ACC_0831,144804544956,ICICI Bank,3903379.37
ACC_0832,310572218806,ICICI Bank,1954490.36
ACC_0833,348536595188,HDFC Bank,2397349.64
ACC_0834,971660983787,Punjab National Bank,4443831.96
ACC_0835,799029249819,HDFC Bank,1207461.68
ACC_0836,415771400787,Axis Bank,3865722.75
ACC_0837,758988607003,State Bank of India,2087164.87
ACC_0838,192606739113,HDFC Bank,3864817.45
ACC_0839,503898503537,ICICI Bank,1966943.45
ACC_0840,814959613916,ICICI Bank,1518180.95
ACC_0841,763724020729,ICICI Bank,4596714.63
ACC_0842,660364004663,Axis Bank,1931083.17
ACC_0843,747201971892,Punjab National Bank,4617346.54
ACC_0844,759729331177,Punjab National Bank,687199.43
ACC_0845,200231975010,Axis Bank,4876158.03
ACC_0846,669223780142,Punjab National Bank,3157198.0
ACC_0847,792570318101,ICICI Bank,4670870.18
ACC_0848,417289641770,Punjab National Bank,2568076.03
ACC_0849,456077746116,HDFC Bank,2830508.61
ACC_0850,311769150585,ICICI Bank,2588841.14
ACC_0851,406710225626,ICICI Bank,2989204.79
ACC_0852,824430779269,HDFC Bank,3841801.95
ACC_0853,967113311304,HDFC Bank,4011419.87
ACC_0854,425078911396,HDFC Bank,3435829.8
ACC_0855,883236622438,Punjab National Bank,2764963.06
ACC_0856,977051496663,Axis Bank,2909163.38
ACC_0857,229593833277,ICICI Bank,3193338.2
ACC_0858,758013616340,ICICI Bank,916206.09
ACC_0859,991839124224,Axis Bank,1875618.12
ACC_0860,629963016478,ICICI Bank,4662487.09
ACC_0861,690382249795,ICICI Bank,732553.25
ACC_0862,179912091749,ICICI Bank,623021.96
ACC_0863,994970519121,Punjab National Bank,4919353.96
ACC_0864,173028476003,HDFC Bank,4060143.93
ACC_0865,600342453983,Punjab National Bank,2918334.45
ACC_0866,659535848106,Punjab National Bank,2103045.48
ACC_0867,156975752858,Axis Bank,3140935.52
ACC_0868,754937671430,State Bank of India,2382364.41
ACC_0869,445259040790,State Bank of India,699497.09
ACC_0870,495664914015,State Bank of India,206132.04
ACC_0871,405244528227,State Bank of India,2742905.01
ACC_0872,238591784094,State Bank of India,4628813.3
ACC_0873,566805926240,HDFC Bank,200646.98
ACC_0874,725606211721,State Bank of India,50270.64
ACC_0875,892955588347,ICICI Bank,1421656.32
ACC_0876,354436784355,HDFC Bank,3091941.2
ACC_0877,927084502595,ICICI Bank,4639329.85
ACC_0878,264223925737,State Bank of India,2768997.53
ACC_0879,938878915271,HDFC Bank,860039.83
ACC_0880,324984440084,Punjab National Bank,3081866.87
ACC_0881,280193090820,State Bank of India,2856630.13
ACC_0882,400536410991,Axis Bank,623691.82
ACC_0883,342263652742,HDFC Bank,2298073.56
ACC_0884,405889038053,State Bank of India,16838.64
ACC_0885,437890066202,Axis Bank,2898608.22
ACC_0886,591287149742,HDFC Bank,1161671.47
ACC_0887,189538395298,Axis Bank,3562412.63
ACC_0888,265109398641,Axis Bank,4253081.32
ACC_0889,519836034687,State Bank of India,2706781.84
ACC_0890,324505342081,Axis Bank,2183814.8
ACC_0891,679284344186,ICICI Bank,1611078.0
ACC_0892,656194107950,Punjab National Bank,1940115.46
ACC_0893,767619120197,HDFC Bank,1865432.3
ACC_0894,184625700815,Punjab National Bank,4184861.81
ACC_0895,515251518984,HDFC Bank,3940561.69
ACC_0896,337112821775,ICICI Bank,1766974.18
ACC_0897,371760369583,ICICI Bank,4492364.57
ACC_0898,758759696106,Axis Bank,4803314.74
ACC_0899,368707366587,State Bank of India,2261776.79
ACC_0900,124911242572,Axis Bank,2858710.91
ACC_0901,518155956828,State Bank of India,2455296.4
ACC_0902,592736594684,Axis Bank,448215.06
ACC_0903,483346987022,HDFC Bank,1346339.09
ACC_0904,625102096404,HDFC Bank,843539.74
ACC_0905,743616512800,Punjab National Bank,2995927.0
ACC_0906,318227898860,State Bank of India,4895828.32
ACC_0907,153105431702,HDFC Bank,450772.53
ACC_0908,275732237306,State Bank of India,3077634.33
ACC_0909,153913968659,ICICI Bank,397197.55
ACC_0910,383175827127,Axis Bank,745997.67
ACC_0911,406814827519,HDFC Bank,1146214.25
ACC_0912,281726931149,Punjab National Bank,334827.72
ACC_0913,202528643712,Punjab National Bank,261680.53
ACC_0914,961805038891,HDFC Bank,1441926.72
ACC_0915,358419275360,State Bank of India,4038835.92
ACC_0916,762264135789,State Bank of India,337843.13
ACC_0917,392493759560,HDFC Bank,2670232.67
ACC_0918,610152175213,Punjab National Bank,3804540.55
ACC_0919,296379685166,HDFC Bank,2668753.05
ACC_0920,367090301071,State Bank of India,1628063.82
ACC_0921,942551441965,ICICI Bank,2566716.3
ACC_0922,649844796841,Punjab National Bank,4474296.08
ACC_0923,247720270584,HDFC Bank,242673.99
ACC_0924,362561190526,Punjab National Bank,4171565.32
ACC_0925,961458188465,ICICI Bank,2312563.67
ACC_0926,290932531321,State Bank of India,3567435.03
ACC_0927,800775827198,Punjab National Bank,3772813.56
ACC_0928,247649916530,State Bank of India,1436725.28
ACC_0929,978444906750,Axis Bank,3387949.55
ACC_0930,702992006185,Punjab National Bank,3631448.46
ACC_0931,679342953237,Axis Bank,4810562.39
ACC_0932,675282030063,ICICI Bank,3932137.22
ACC_0933,888459237999,Axis Bank,3758404.68
ACC_0934,282139591375,Punjab National Bank,4289776.25
ACC_0935,985305458961,State Bank of India,1035258.17
ACC_0936,225835850989,Punjab National Bank,4520921.85
ACC_0937,513959995856,ICICI Bank,1868743.46
ACC_0938,633926905953,HDFC Bank,3751806.56
ACC_0939,577667237814,HDFC Bank,2250252.23
ACC_0940,970119270952,HDFC Bank,3245707.53
ACC_0941,535088657361,HDFC Bank,712434.33
ACC_0942,352975736581,Axis Bank,1265346.85
ACC_0943,612815827483,Axis Bank,1858464.04
ACC_0944,607685288185,HDFC Bank,2079584.34
ACC_0945,366508502832,HDFC Bank,4485297.3
ACC_0946,211337349422,ICICI Bank,1870804.17
ACC_0947,612606730953,Axis Bank,4435345.59
ACC_0948,576192098857,State Bank of India,2991584.09
ACC_0949,707791823618,Axis Bank,203581.55
ACC_0950,627624597154,State Bank of India,1763059.68
ACC_0951,440133403657,Punjab National Bank,830561.03
ACC_0952,211635217585,HDFC Bank,3721944.23
ACC_0953,398764754590,State Bank of India,124392.86
ACC_0954,792429017371,Punjab National Bank,1856960.89
ACC_0955,544307317250,ICICI Bank,3992757.36
ACC_0956,479934056725,Punjab National Bank,1633396.79
ACC_0957,157414983384,Punjab National Bank,2928520.2
ACC_0958,584831082628,Axis Bank,2167607.47
ACC_0959,140862197060,Punjab National Bank,3643593.54
ACC_0960,656483238381,State Bank of India,4993224.01
ACC_0961,515858975663,ICICI Bank,3303420.69
ACC_0962,905048074940,ICICI Bank,720613.43
ACC_0963,199627496988,Punjab National Bank,1920063.79
ACC_0964,342212101136,State Bank of India,221023.09
ACC_0965,311024379137,Axis Bank,2846905.1
ACC_0966,977966859699,HDFC Bank,2135130.55
ACC_0967,381613218102,HDFC Bank,3834.34
ACC_0968,276378107365,State Bank of India,1328272.94
ACC_0969,965361455055,State Bank of India,1096253.16
ACC_0970,644054724977,State Bank of India,400767.68
ACC_0971,991032224215,ICICI Bank,3084374.97
ACC_0972,512228633770,Axis Bank,4778386.47
ACC_0973,732468652114,Punjab National Bank,2740078.87
ACC_0974,997224362940,ICICI Bank,3157991.09
ACC_0975,676928066527,HDFC Bank,3339091.55
ACC_0976,889566853259,Punjab National Bank,2600721.36
ACC_0977,985961406865,Punjab National Bank,3891702.27
ACC_0978,345866676491,State Bank of India,2169932.96
ACC_0979,461946293714,Punjab National Bank,1503544.18
ACC_0980,898746927070,Axis Bank,257381.57
ACC_0981,428958815917,ICICI Bank,533377.51
ACC_0982,710520890797,HDFC Bank,4222596.48
ACC_0983,374689687716,Axis Bank,4525968.12
ACC_0984,211351543888,Punjab National Bank,2529712.44
ACC_0985,917816083126,Axis Bank,2097038.36
ACC_0986,427840064087,State Bank of India,1213228.45
ACC_0987,630956991762,State Bank of India,3875055.24
ACC_0988,576985766548,Axis Bank,4075489.11
ACC_0989,555928155661,Axis Bank,4891814.74
ACC_0990,230439789310,ICICI Bank,1179175.92
ACC_0991,537907453529,Punjab National Bank,1070928.82
ACC_0992,414542408083,HDFC Bank,3053253.05
ACC_0993,470075403629,HDFC Bank,2990312.83
ACC_0994,514865691773,State Bank of India,504198.51
ACC_0995,972231880929,State Bank of India,751081.2
ACC_0996,643006455836,State Bank of India,4671936.88
ACC_0997,988171703415,HDFC Bank,4959194.52
ACC_0998,615405040246,HDFC Bank,164390.44
ACC_0999,503055106120,ICICI Bank,3330625.1
ACC_1000,143325569312,HDFC Bank,4464505.75
ACC_1001,208792130381,State Bank of India,4981581.36
ACC_1002,774479575608,State Bank of India,4107327.48
ACC_1003,968409093281,HDFC Bank,4485383.62
ACC_1004,218070197541,ICICI Bank,2967257.41
ACC_1005,179568939918,Punjab National Bank,1422939.83
ACC_1006,607085066930,Punjab National Bank,4262124.8
ACC_1007,805050638808,Punjab National Bank,481504.83
ACC_1008,347417963064,ICICI Bank,161136.65
ACC_1009,473027171465,HDFC Bank,3474848.95
ACC_1010,597401325570,ICICI Bank,4758571.2
ACC_1011,423438519866,Axis Bank,2090430.02
ACC_1012,361694492375,ICICI Bank,3331610.57
ACC_1013,362897298764,Axis Bank,744455.87
ACC_1014,139321366532,State Bank of India,294681.68
ACC_1015,232607723559,HDFC Bank,539264.8
ACC_1016,239367051012,HDFC Bank,3614125.88
ACC_1017,947321779307,ICICI Bank,3438941.31
ACC_1018,364480952071,Axis Bank,2177238.84
ACC_1019,837206702374,Punjab National Bank,3647172.9
ACC_1020,330678874270,Axis Bank,3281252.14
ACC_1021,273362959038,Axis Bank,958251.53
ACC_1022,151823313151,State Bank of India,4205765.64
ACC_1023,378329460257,Axis Bank,933625.9
ACC_1024,608943389366,Axis Bank,3918840.19
ACC_1025,455892047104,Axis Bank,665383.37
ACC_1026,917447846195,Axis Bank,3292365.67
ACC_1027,725997986456,HDFC Bank,38186.08
ACC_1028,283752473518,ICICI Bank,2079589.37
ACC_1029,469317232018,HDFC Bank,211085.35
ACC_1030,362595765001,Punjab National Bank,3020005.25
ACC_1031,409053230634,HDFC Bank,3604201.16
ACC_1032,140449444491,State Bank of India,3158058.27
ACC_1033,476717445096,Punjab National Bank,1865746.44
ACC_1034,211680906360,Axis Bank,3858068.58
ACC_1035,653918814375,HDFC Bank,1056097.75
ACC_1036,848752463095,Punjab National Bank,1367956.73
ACC_1037,772551023964,Punjab National Bank,984108.41
ACC_1038,979314113745,State Bank of India,2275307.55
ACC_1039,751628603640,Punjab National Bank,1451676.24
ACC_1040,933209869080,Axis Bank,223523.79
ACC_1041,118608398545,Axis Bank,2947011.99
ACC_1042,971728405516,State Bank of India,2373113.32
ACC_1043,559038521281,Axis Bank,4570611.92
ACC_1044,729679831486,HDFC Bank,4615524.48
ACC_1045,752125509707,HDFC Bank,2246907.42
ACC_1046,997814425058,HDFC Bank,3342492.71
ACC_1047,381662081479,Axis Bank,1327564.2
ACC_1048,351387626218,State Bank of India,1109782.89
ACC_1049,597449585302,HDFC Bank,1985503.93
ACC_1050,153386489713,State Bank of India,4012153.5
ACC_1051,689585771657,Punjab National Bank,4699644.61
ACC_1052,649826008287,ICICI Bank,3844735.4
ACC_1053,158683487635,Axis Bank,4944353.08
ACC_1054,685032160775,Punjab National Bank,1438498.13
ACC_1055,529450675009,Punjab National Bank,3628880.42
ACC_1056,697761680048,HDFC Bank,72042.56
ACC_1057,187744036474,ICICI Bank,3234568.06
ACC_1058,628051534073,State Bank of India,498200.24
ACC_1059,924337720185,ICICI Bank,845944.14
ACC_1060,835694897979,ICICI Bank,2078462.66
ACC_1061,572042480393,HDFC Bank,3646079.8
ACC_1062,204631543545,ICICI Bank,1548152.63
ACC_1063,862538456066,Punjab National Bank,3195474.0
ACC_1064,104024825971,HDFC Bank,330845.38
ACC_1065,975186943779,ICICI Bank,4825753.23
ACC_1066,938005546431,Axis Bank,1688311.67
ACC_1067,943963062529,Punjab National Bank,2327020.83
ACC_1068,628805382225,Punjab National Bank,1392224.53
ACC_1069,491199657717,State Bank of India,1766847.58
ACC_1070,986429197802,HDFC Bank,2726976.97
ACC_1071,895643876630,State Bank of India,4554688.75
ACC_1072,983132644129,State Bank of India,4960622.77
ACC_1073,259610829349,ICICI Bank,802538.8
ACC_1074,859415578520,Punjab National Bank,971658.04
ACC_1075,794742375049,ICICI Bank,149915.75
ACC_1076,528867543627,Axis Bank,518743.37
ACC_1077,952604350668,Axis Bank,1062587.55
ACC_1078,779421493691,Axis Bank,3867543.44
ACC_1079,867715673235,State Bank of India,4880710.19
ACC_1080,352306355987,Axis Bank,2787731.37
ACC_1081,527168226754,ICICI Bank,3212994.38
ACC_1082,138834942383,Axis Bank,941214.55
ACC_1083,488999222257,State Bank of India,4938324.31
ACC_1084,512033049213,ICICI Bank,2078252.88
ACC_1085,107892084516,ICICI Bank,4310172.23
ACC_1086,246394927792,State Bank of India,2973647.81
ACC_1087,944224837430,State Bank of India,2964834.63
ACC_1088,643199244851,Punjab National Bank,4980682.26
ACC_1089,936341387987,ICICI Bank,599645.47
ACC_1090,137842223732,ICICI Bank,1230941.84
ACC_1091,423950659705,State Bank of India,4293425.91
ACC_1092,831433811484,HDFC Bank,3479837.97
