transaction_id,sender_account,receiver_account,amount,transaction_type,timestamp
TXN_001108,637224769598,716242661715,480475.62,Wire Transfer,2026-04-08T16:36:24Z
TXN_001109,519836034687,630946659683,1590679.51,Wire Transfer,2024-07-01T09:08:16Z
TXN_001110,353095832148,243944686612,2212954.33,Hawala,2024-02-13T09:25:45Z
TXN_001111,807173387409,926145655053,2079701.12,ATM Withdrawal,2025-05-27T07:21:34Z
TXN_001112,659535848106,565157647710,1719872.29,Crypto Off-ramp,2026-05-04T00:37:43Z
TXN_001113,497557374662,436659952875,1223153.34,Crypto Off-ramp,2024-08-18T04:26:24Z
TXN_001114,584831082628,375924112559,1644905.15,ATM Withdrawal,2023-04-06T14:12:38Z
TXN_001115,366644302955,436545066867,1072840.29,Cash Deposit,2026-01-18T16:04:00Z
TXN_001116,778729562887,629963016478,727962.67,Cash Deposit,2023-05-29T08:09:18Z
TXN_001117,327894680376,926367383437,576634.98,ATM Withdrawal,2026-02-08T01:24:19Z
TXN_001118,708002717560,128288496979,2070144.04,Wire Transfer,2025-10-21T08:54:11Z
TXN_001119,100393358576,971599312244,106553.58,ATM Withdrawal,2023-02-01T12:05:50Z
TXN_001120,784458615763,349044009729,2281026.5,ATM Withdrawal,2026-03-18T09:37:48Z
TXN_001121,760186576622,680169798747,566677.77,Crypto Off-ramp,2023-10-23T09:17:37Z
TXN_001122,730724401929,361140269616,1085951.62,Cash Deposit,2025-11-06T02:35:12Z
TXN_001123,844736758938,229326348518,391944.49,Wire Transfer,2023-04-14T15:33:44Z
TXN_001124,451005816415,255906701507,201911.39,ATM Withdrawal,2026-07-03T11:30:24Z
TXN_001125,488302786766,560237883698,1039944.95,ATM Withdrawal,2025-05-29T18:06:33Z
TXN_001126,203015443892,472584342257,927944.96,Hawala,2024-05-24T10:35:53Z
TXN_001127,576583505851,381613218102,603462.88,Hawala,2026-02-01T23:02:02Z
TXN_001128,814959613916,917447846195,1367704.48,Crypto Off-ramp,2023-02-11T18:50:52Z
TXN_001129,503898503537,721398574914,815982.54,Crypto Off-ramp,2025-03-04T09:18:10Z
TXN_001130,593183597777,124911242572,133838.67,ATM Withdrawal,2023-12-01T08:07:58Z
TXN_001131,834500536139,975714555153,1231657.28,ATM Withdrawal,2024-10-28T08:30:57Z
TXN_001132,233216812597,648156021620,263849.02,Hawala,2025-07-12T07:59:39Z
TXN_001133,220502665328,523676147636,2047696.67,ATM Withdrawal,2024-02-01T03:08:37Z
TXN_001134,720915169858,850807134230,1159923.11,ATM Withdrawal,2024-04-24T22:03:13Z
TXN_001135,446854951322,679342953237,2144635.51,ATM Withdrawal,2024-02-12T08:42:31Z
TXN_001136,421894146373,201723564789,1839208.92,Hawala,2026-06-10T20:27:40Z
TXN_001137,208295423543,468636468787,1203383.23,Crypto Off-ramp,2023-06-27T21:33:42Z
TXN_001138,617076660349,204842759146,2061324.16,Wire Transfer,2025-10-12T07:58:44Z
TXN_001139,827459100907,404724248906,1057691.5,Wire Transfer,2023-04-29T11:02:20Z
TXN_001140,933209869080,162896081661,1114218.05,ATM Withdrawal,2023-04-15T14:21:14Z
TXN_001141,842472346346,997814425058,186405.72,ATM Withdrawal,2026-01-10T19:30:21Z
TXN_001142,823926902828,311237897638,1739207.39,Hawala,2025-01-04T10:19:38Z
TXN_001143,138834942383,926145655053,285783.81,Wire Transfer,2024-03-18T13:18:27Z
TXN_001144,535088657361,807691942767,1274066.4,Cash Deposit,2024-03-06T13:09:56Z
TXN_001145,119474557561,726071779657,793233.34,Hawala,2026-04-18T10:11:31Z
TXN_001146,104364311538,439404690412,1017820.89,Hawala,2023-05-19T20:36:50Z
TXN_001147,323470969897,669763033502,1702326.59,Cash Deposit,2023-04-28T20:17:03Z
TXN_001148,769926325174,454707694263,1422821.7,Cash Deposit,2026-02-02T11:44:54Z
TXN_001149,913849523641,525942291846,887230.95,ATM Withdrawal,2025-09-20T19:19:59Z
TXN_001150,452167379163,552545519156,1019465.16,Cash Deposit,2023-05-18T11:49:16Z
TXN_001151,481498187599,519836034687,435695.07,Wire Transfer,2023-01-01T05:52:57Z
TXN_001152,304574075460,831433811484,2499566.96,ATM Withdrawal,2026-03-09T00:45:17Z
TXN_001153,628805382225,977966859699,1607171.64,Cash Deposit,2026-03-02T22:04:02Z
TXN_001154,217140779211,795227432123,603703.78,Crypto Off-ramp,2023-09-15T04:37:48Z
TXN_001155,687552642739,807783122457,1270146.38,Cash Deposit,2024-10-29T09:13:13Z
TXN_001156,597156755523,118566111883,200066.27,Cash Deposit,2025-05-25T15:53:36Z
TXN_001157,434864719590,229728052480,721915.41,ATM Withdrawal,2023-04-22T14:45:06Z
TXN_001158,329382103465,473027171465,506044.84,Crypto Off-ramp,2024-10-08T12:40:56Z
TXN_001159,461194404586,301959599224,595927.0,Crypto Off-ramp,2024-12-02T01:56:26Z
TXN_001160,506369708658,738926552621,248035.7,Hawala,2026-06-24T21:13:30Z
TXN_001161,353022454173,911560162315,1957459.86,Cash Deposit,2025-06-20T19:43:08Z
TXN_001162,295738775171,446117981702,828844.34,ATM Withdrawal,2024-05-02T07:02:33Z
TXN_001163,843883977052,909902871942,1669641.88,Cash Deposit,2025-06-11T14:43:58Z
TXN_001164,418580135461,898764459927,1662465.65,Crypto Off-ramp,2024-02-16T08:37:04Z
TXN_001165,405889038053,965361455055,340200.04,ATM Withdrawal,2024-12-12T15:23:00Z
TXN_001166,491199657717,211031647240,2432126.86,Wire Transfer,2025-03-26T05:25:38Z
TXN_001167,211680906360,991649259877,245161.92,Wire Transfer,2024-11-13T07:45:45Z
TXN_001168,180232057210,881401340548,813783.08,ATM Withdrawal,2024-07-18T15:33:23Z
TXN_001169,974357501234,457707017893,1647410.62,Crypto Off-ramp,2026-04-11T15:27:08Z
TXN_001170,244556628194,762480563971,364522.21,Hawala,2025-12-11T10:25:05Z
TXN_001171,758759696106,656483238381,1018690.65,Crypto Off-ramp,2025-01-13T08:12:40Z
TXN_001172,162896081661,654802816141,2100951.11,Cash Deposit,2025-07-01T18:11:07Z
TXN_001173,882666446589,210680394106,80108.45,Crypto Off-ramp,2026-05-04T03:19:30Z
TXN_001174,454707694263,378469771979,1371844.19,Crypto Off-ramp,2023-11-30T12:58:08Z
TXN_001175,232607723559,353095832148,527184.67,Wire Transfer,2024-07-14T10:30:52Z
TXN_001176,282139591375,138636041735,2439693.5,Wire Transfer,2024-09-18T02:54:28Z
TXN_001177,767619120197,562154826730,1509488.13,Crypto Off-ramp,2025-03-22T14:39:52Z
TXN_001178,918741534001,461946293714,575987.46,Hawala,2025-03-24T07:16:31Z
TXN_001179,362453078327,521329089468,1636041.51,Cash Deposit,2023-09-22T07:00:02Z
TXN_001180,701280476832,144998273972,814863.27,Cash Deposit,2024-03-27T10:12:06Z
TXN_001181,506706826069,807691942767,1578057.35,Crypto Off-ramp,2025-02-25T08:03:23Z
TXN_001182,352306355987,331469113742,832871.05,ATM Withdrawal,2025-07-29T10:18:39Z
TXN_001183,821033444790,624400037611,180438.96,Wire Transfer,2025-11-08T17:47:58Z
TXN_001184,646774666704,635614187759,1835740.85,Cash Deposit,2024-04-06T21:42:44Z
TXN_001185,177114680095,652166425786,1198526.57,Cash Deposit,2023-11-23T13:31:59Z
TXN_001186,416283947099,137842223732,1948465.73,Crypto Off-ramp,2024-01-27T02:18:36Z
TXN_001187,891942885285,750261270391,711619.3,Crypto Off-ramp,2023-09-19T12:55:13Z
TXN_001188,600950801588,578038183346,2141925.33,Cash Deposit,2025-11-30T02:20:48Z
TXN_001189,894610375744,169487396129,1014789.23,Hawala,2023-05-23T12:06:39Z
TXN_001190,495664914015,957598637179,1921121.59,Cash Deposit,2023-05-28T21:57:35Z
TXN_001191,615405040246,926145655053,137587.35,Hawala,2023-12-07T02:44:11Z
TXN_001192,483346987022,535761856470,646855.69,Crypto Off-ramp,2024-02-17T20:17:45Z
TXN_001193,262233765324,138636041735,336043.73,Wire Transfer,2024-10-23T06:44:07Z
TXN_001194,136394084004,413094617397,940389.83,ATM Withdrawal,2023-02-10T14:55:42Z
TXN_001195,457707017893,411402863936,1049859.38,Wire Transfer,2026-03-15T04:41:52Z
TXN_001196,276616372780,170994058601,1668293.13,Wire Transfer,2025-09-01T12:22:44Z
TXN_001197,330678874270,783615918438,1254498.67,ATM Withdrawal,2025-02-18T22:27:16Z
TXN_001198,905027059738,368707366587,2026307.55,Cash Deposit,2023-08-22T14:03:53Z
TXN_001199,820652046614,345866676491,827116.01,Wire Transfer,2026-03-18T22:51:56Z
TXN_001200,342169934180,406814827519,2178776.48,Hawala,2023-08-24T09:09:52Z
TXN_001201,474951570420,754937671430,1938263.66,Crypto Off-ramp,2024-11-22T06:33:28Z
TXN_001202,201016959945,838505041166,1550109.3,ATM Withdrawal,2025-12-17T20:26:35Z
TXN_001203,184625700815,820652046614,227869.37,Cash Deposit,2026-01-14T23:50:34Z
TXN_001204,797063242206,329382103465,1325402.38,ATM Withdrawal,2024-05-16T03:44:23Z
TXN_001205,121843130183,968658495736,173181.38,Cash Deposit,2025-12-07T12:49:53Z
TXN_001206,597796423739,763103240905,173480.76,Crypto Off-ramp,2026-05-08T16:15:12Z
TXN_001207,563396478651,839346014479,2398036.59,Hawala,2024-11-16T06:59:11Z
TXN_001208,972917243452,443680694402,358695.83,Wire Transfer,2025-01-20T11:59:03Z
TXN_001209,528758951461,649826008287,1050282.62,Wire Transfer,2025-10-31T10:35:52Z
TXN_001210,332604838756,400536410991,1265329.28,Crypto Off-ramp,2023-08-06T23:25:28Z
TXN_001211,210520978942,889773004736,1930583.86,Cash Deposit,2025-04-20T20:13:16Z
TXN_001212,896033951248,529356584845,1159196.15,Hawala,2023-12-06T20:10:00Z
TXN_001213,104364311538,411402863936,1387072.25,ATM Withdrawal,2025-12-30T14:31:36Z
TXN_001214,415771400787,881911556237,637873.09,Wire Transfer,2023-12-21T08:52:29Z
TXN_001215,105902392359,556799344325,762736.18,Hawala,2024-08-19T09:54:04Z
TXN_001216,692268016092,880326884118,1606414.86,Crypto Off-ramp,2025-05-30T23:21:07Z
TXN_001217,250423233662,162327312864,618147.95,ATM Withdrawal,2025-11-15T20:52:52Z
TXN_001218,555310459741,454707694263,862280.15,Wire Transfer,2025-04-17T08:09:57Z
TXN_001219,608943389366,797839583899,417394.73,Cash Deposit,2023-01-06T03:26:26Z
TXN_001220,971599312244,264223925737,948010.06,Wire Transfer,2026-07-27T20:30:45Z
TXN_001221,323000653492,692806548927,1089720.21,Wire Transfer,2025-06-08T15:18:30Z
TXN_001222,334823928130,933209869080,2143517.04,Crypto Off-ramp,2023-05-23T05:47:17Z
TXN_001223,512033049213,750675231453,1790566.79,ATM Withdrawal,2025-12-17T12:06:04Z
TXN_001224,748302533039,342263652742,813952.09,Crypto Off-ramp,2024-08-20T22:28:49Z
TXN_001225,176321164621,424666491554,894783.27,Wire Transfer,2025-05-09T17:08:59Z
TXN_001226,972922333083,342169934180,1201554.42,Cash Deposit,2023-03-30T10:12:31Z
TXN_001227,590208135304,440133403657,755528.52,Hawala,2024-08-20T17:41:52Z
TXN_001228,497557374662,342644074665,851701.19,Cash Deposit,2023-09-15T23:09:00Z
TXN_001229,174923256230,311237897638,2410538.85,ATM Withdrawal,2025-07-25T17:20:17Z
TXN_001230,445749571553,519923177633,782302.12,Cash Deposit,2026-06-19T06:59:17Z
TXN_001231,687552642739,104594937577,393125.51,ATM Withdrawal,2024-01-09T00:48:57Z
TXN_001232,866141809814,974355229003,1139383.71,Wire Transfer,2023-03-12T02:00:43Z
TXN_001233,957598637179,509424579955,1992218.01,Hawala,2026-06-22T19:01:40Z
TXN_001234,848752463095,383175827127,1507180.75,Cash Deposit,2024-12-17T05:54:32Z
TXN_001235,590208135304,140862197060,1857830.8,Crypto Off-ramp,2024-07-24T21:19:19Z
TXN_001236,767619120197,185926461741,1610390.09,Wire Transfer,2025-05-04T12:57:11Z
TXN_001237,963887282468,187601656984,349059.3,Crypto Off-ramp,2023-07-16T08:13:13Z
TXN_001238,808912330377,336042626187,1861937.08,Hawala,2025-02-08T09:21:53Z
TXN_001239,876432006248,587273968867,1463081.59,Wire Transfer,2023-10-28T07:42:53Z
TXN_001240,529441262209,651215462593,2336844.36,ATM Withdrawal,2024-01-31T06:32:17Z
TXN_001241,637940784336,358505791479,393684.09,Hawala,2026-07-02T05:03:10Z
TXN_001242,269452154032,633950487429,729429.86,ATM Withdrawal,2026-01-02T10:22:21Z
TXN_001243,790468289425,262233765324,426828.0,Cash Deposit,2023-04-21T10:28:46Z
TXN_001244,255580207446,111035185213,2232312.37,Crypto Off-ramp,2026-02-17T23:26:49Z
TXN_001245,750675231453,214310617088,881049.13,Cash Deposit,2025-03-31T01:56:04Z
TXN_001246,405889038053,769958759501,591809.9,Hawala,2025-10-10T12:08:11Z
TXN_001247,200930364898,600864536118,872727.96,Wire Transfer,2026-06-07T19:50:22Z
TXN_001248,590208135304,617942734581,199364.94,Hawala,2025-02-04T07:13:01Z
TXN_001249,435883952703,841728851745,1742804.57,Crypto Off-ramp,2024-12-30T03:30:56Z
TXN_001250,727540389329,351387626218,455121.97,Wire Transfer,2023-11-25T05:53:21Z
TXN_001251,654009995875,378469771979,1851405.39,Hawala,2023-04-29T16:38:43Z
TXN_001252,968988148798,916707106505,264086.2,ATM Withdrawal,2023-02-16T13:08:52Z
TXN_001253,583392419021,809764817410,544022.81,Wire Transfer,2025-02-27T04:11:53Z
TXN_001254,576985766548,563396478651,1427098.23,Hawala,2023-11-17T23:00:08Z
TXN_001255,416158496686,290006412542,474667.17,ATM Withdrawal,2023-05-09T02:15:55Z
TXN_001256,672823370623,659535848106,2055725.14,Wire Transfer,2023-09-09T05:27:03Z
TXN_001257,268554842725,752125509707,387362.63,ATM Withdrawal,2024-09-24T06:34:19Z
TXN_001258,979314113745,201212222063,1366273.97,Cash Deposit,2024-01-02T22:57:11Z
TXN_001259,815365440842,965333637017,2307507.94,ATM Withdrawal,2024-10-17T00:32:19Z
TXN_001260,365274491822,144998273972,624122.35,Cash Deposit,2025-02-24T05:59:31Z
TXN_001261,342169934180,791939043931,909042.96,ATM Withdrawal,2025-03-26T00:41:05Z
TXN_001262,290932531321,643006455836,1649183.64,ATM Withdrawal,2024-11-07T17:43:46Z
TXN_001263,455892047104,904693237725,1145907.57,ATM Withdrawal,2025-02-07T20:31:35Z
TXN_001264,457534054609,132072153368,450082.15,Cash Deposit,2024-10-12T11:14:49Z
TXN_001265,561304365582,784458615763,400474.84,Hawala,2025-10-16T04:36:37Z
TXN_001266,457323121762,771031557769,1326463.61,Crypto Off-ramp,2024-02-27T05:08:41Z
TXN_001267,685032160775,784458615763,75495.46,ATM Withdrawal,2023-10-16T13:46:09Z
TXN_001268,381613218102,565157647710,2202371.97,ATM Withdrawal,2023-03-04T18:41:06Z
TXN_001269,470075403629,672926992893,642839.61,Hawala,2026-05-21T15:30:31Z
TXN_001270,784846251719,723590446661,1388286.37,ATM Withdrawal,2023-02-27T10:30:10Z
TXN_001271,338754551365,169412101082,1161772.64,ATM Withdrawal,2025-06-14T16:10:17Z
TXN_001272,378085326817,978620847134,2062973.49,Hawala,2025-10-02T18:33:48Z
TXN_001273,617942734581,675792551808,2239419.88,Crypto Off-ramp,2024-07-08T17:04:07Z
TXN_001274,729679831486,256745702997,1044367.09,ATM Withdrawal,2026-01-24T03:14:23Z
TXN_001275,217140779211,784458615763,139889.63,Hawala,2026-07-20T23:17:00Z
TXN_001276,121843130183,989400380840,2126512.41,Cash Deposit,2024-03-06T15:18:13Z
TXN_001277,321346766736,178267079906,1056347.25,ATM Withdrawal,2026-06-22T22:42:29Z
TXN_001278,519861247419,570155147817,2268200.58,Hawala,2023-12-05T09:28:21Z
TXN_001279,255906701507,457323121762,1707520.85,Wire Transfer,2025-02-26T06:46:01Z
TXN_001280,927123994306,972922333083,2304005.02,Cash Deposit,2026-07-16T21:49:32Z
TXN_001281,180232057210,415771400787,2013975.63,Cash Deposit,2024-04-20T05:03:06Z
TXN_001282,445259040790,597796423739,936031.1,Cash Deposit,2025-06-28T05:53:45Z
TXN_001283,521329089468,794742375049,1735648.06,Cash Deposit,2025-01-01T01:01:40Z
TXN_001284,528758951461,287680301350,1211069.21,Crypto Off-ramp,2023-06-30T18:12:55Z
TXN_001285,662530568731,523676147636,2172730.08,Hawala,2023-09-17T01:00:15Z
TXN_001286,349969704933,799031538638,2236346.18,ATM Withdrawal,2024-10-11T00:29:57Z
TXN_001287,905027059738,328153282163,2304614.15,ATM Withdrawal,2024-06-03T23:59:58Z
TXN_001288,778738835456,764567845862,448497.31,ATM Withdrawal,2026-04-29T05:36:37Z
TXN_001289,716050113700,942578781506,1490903.83,Cash Deposit,2024-03-24T11:37:56Z
TXN_001290,188618091706,679284344186,51358.06,Cash Deposit,2025-04-09T16:00:04Z
TXN_001291,158683487635,891761068049,1336879.99,Crypto Off-ramp,2026-01-23T07:57:07Z
TXN_001292,464375900541,831433811484,277816.91,Cash Deposit,2024-05-16T23:02:56Z
TXN_001293,518155956828,170753242751,1105766.99,ATM Withdrawal,2023-07-21T22:05:36Z
TXN_001294,591287149742,200930364898,1990743.08,ATM Withdrawal,2025-12-20T10:32:36Z
TXN_001295,375924112559,904693237725,2278744.6,ATM Withdrawal,2025-10-20T04:06:34Z
TXN_001296,889566853259,344350808753,1622617.02,Wire Transfer,2023-12-09T22:12:41Z
TXN_001297,445259040790,229728052480,2415556.98,Wire Transfer,2024-12-23T14:14:06Z
TXN_001298,656483238381,684624250184,1062321.26,Cash Deposit,2023-12-01T01:06:17Z
TXN_001299,863787984130,869612379088,2333040.8,ATM Withdrawal,2026-01-03T01:52:42Z
TXN_001300,985305458961,236793283295,804579.08,Cash Deposit,2026-05-11T08:36:49Z
TXN_001301,761923001204,180529890376,1738896.49,Hawala,2023-11-17T22:35:21Z
TXN_001302,404911227195,361140269616,2161287.83,Hawala,2026-03-05T09:28:33Z
TXN_001303,159190716367,199627496988,1814270.86,Crypto Off-ramp,2025-12-22T20:23:19Z
TXN_001304,193079706303,659535848106,1740248.66,Wire Transfer,2025-02-17T06:08:31Z
TXN_001305,979314113745,894938726113,589803.17,Cash Deposit,2023-02-01T10:54:15Z
TXN_001306,501751181123,430900922106,2236406.37,Wire Transfer,2023-07-10T01:28:20Z
TXN_001307,579442433310,943963062529,2112155.6,Hawala,2024-08-15T00:56:04Z
TXN_001308,942433066333,800125921897,524038.55,Wire Transfer,2023-03-13T10:26:28Z
TXN_001309,281726931149,938005546431,2121182.45,Cash Deposit,2024-12-30T15:12:17Z
TXN_001310,991032224215,685032160775,1720528.11,Cash Deposit,2024-10-12T13:57:45Z
TXN_001311,460888192010,881401340548,932590.63,Cash Deposit,2023-07-28T20:45:12Z
TXN_001312,105902392359,172659966808,230281.78,Crypto Off-ramp,2024-09-01T19:35:18Z
TXN_001313,997814425058,672195443540,1177413.77,Crypto Off-ramp,2023-12-19T09:50:54Z
TXN_001314,723053205254,118145484224,203550.87,ATM Withdrawal,2025-04-27T17:56:03Z
TXN_001315,745081748726,129703671966,1415235.19,Crypto Off-ramp,2026-01-28T01:31:42Z
TXN_001316,121792337700,857589551981,1376564.27,Wire Transfer,2026-06-30T08:21:30Z
TXN_001317,409053230634,146577624618,1160607.96,Cash Deposit,2026-05-14T06:22:25Z
TXN_001318,937542986030,194363632422,1876430.63,ATM Withdrawal,2024-02-25T09:25:34Z
TXN_001319,952604350668,213920747469,1851504.35,ATM Withdrawal,2026-04-02T03:18:19Z
TXN_001320,784038745263,157414983384,1040307.68,Hawala,2024-02-24T13:53:25Z
TXN_001321,279230618842,325614360495,1083243.96,Cash Deposit,2024-11-24T21:58:34Z
TXN_001322,403942159363,137842223732,1995651.41,ATM Withdrawal,2024-09-16T07:41:43Z
TXN_001323,298099898903,312893307017,796769.98,Cash Deposit,2025-01-04T00:37:32Z
TXN_001324,695159093902,479934056725,717462.09,Crypto Off-ramp,2023-06-22T12:00:38Z
TXN_001325,897175243274,762264135789,466705.49,Cash Deposit,2025-11-13T09:07:43Z
TXN_001326,888459237999,349044009729,314198.06,ATM Withdrawal,2025-04-18T18:00:05Z
TXN_001327,526537892598,318227898860,189891.76,Hawala,2023-10-23T09:35:05Z
TXN_001328,445259040790,275732237306,1284348.65,Hawala,2026-01-29T17:32:40Z
TXN_001329,617942734581,579442433310,889703.17,Hawala,2026-07-14T12:38:23Z
TXN_001330,295738775171,368707366587,616723.58,ATM Withdrawal,2024-12-02T19:38:43Z
TXN_001331,290932531321,525613326953,681390.09,Wire Transfer,2024-01-25T02:45:51Z
TXN_001332,861909976204,926367383437,1335741.72,Crypto Off-ramp,2023-05-11T04:02:22Z
TXN_001333,684051680589,136394084004,678698.66,Hawala,2024-01-14T08:05:29Z
TXN_001334,473845789219,362453078327,1881353.85,Wire Transfer,2024-09-11T00:32:26Z
TXN_001335,458788424042,564557788508,2225021.15,Crypto Off-ramp,2024-12-02T18:45:49Z
TXN_001336,926283603919,650347115415,2356488.85,ATM Withdrawal,2024-03-20T06:52:21Z
TXN_001337,237845139611,439690675628,710441.22,Wire Transfer,2026-06-05T01:16:13Z
TXN_001338,854329514569,901852651047,1218296.65,ATM Withdrawal,2025-03-15T18:45:01Z
TXN_001339,176995658533,535088657361,1021471.97,Wire Transfer,2023-04-18T07:25:11Z
TXN_001340,323526748585,310572218806,1792713.68,Crypto Off-ramp,2025-12-03T10:40:36Z
TXN_001341,318227898860,583392419021,515560.59,ATM Withdrawal,2025-05-29T13:45:24Z
TXN_001342,208687734442,423438519866,2309249.89,Hawala,2024-08-26T16:29:06Z
TXN_001343,881401340548,361694492375,1456023.74,ATM Withdrawal,2023-03-06T12:36:36Z
TXN_001344,438154023477,615405040246,1841272.93,ATM Withdrawal,2025-07-19T20:12:09Z
TXN_001345,133508884937,261742492357,1252184.94,ATM Withdrawal,2025-03-05T16:06:07Z
TXN_001346,642040369994,410467891291,1303225.26,Wire Transfer,2023-06-17T23:13:38Z
TXN_001347,930481160814,718787062692,2198902.65,Cash Deposit,2023-01-09T11:36:54Z
TXN_001348,751628603640,184592112887,208942.74,Cash Deposit,2026-05-12T14:13:34Z
TXN_001349,827459100907,545223117643,655571.94,Crypto Off-ramp,2025-01-18T10:47:03Z
TXN_001350,320678302110,255310733306,2315824.44,Crypto Off-ramp,2025-12-09T13:56:56Z
TXN_001351,911560162315,722071947893,365645.86,Cash Deposit,2023-02-04T21:33:49Z
TXN_001352,943305821081,445697998316,1623450.49,Crypto Off-ramp,2026-02-18T06:00:12Z
TXN_001353,986429197802,943963062529,2075444.74,Cash Deposit,2025-02-17T01:04:39Z
TXN_001354,833880851734,905027059738,1881314.18,Cash Deposit,2025-06-17T01:57:16Z
TXN_001355,893846554896,587273968867,1200479.04,Hawala,2023-01-12T11:07:19Z
TXN_001356,540965129473,564557788508,1335277.48,ATM Withdrawal,2026-02-16T18:11:10Z
TXN_001357,395852735525,640382414992,762928.82,Hawala,2025-10-25T02:38:06Z
TXN_001358,247649916530,812755989046,2421846.31,Hawala,2026-01-04T14:02:59Z
TXN_001359,921510577574,247732945307,1692112.06,ATM Withdrawal,2023-04-04T10:08:45Z
TXN_001360,528758951461,139636728813,2276304.51,Crypto Off-ramp,2023-10-04T16:43:04Z
TXN_001361,336042626187,436500483851,1340922.69,Cash Deposit,2026-07-08T11:16:19Z
TXN_001362,881401340548,323526748585,1010579.62,Crypto Off-ramp,2024-05-06T16:36:11Z
TXN_001363,805050638808,704123605871,1324616.94,Cash Deposit,2023-12-30T00:58:55Z
TXN_001364,792429017371,757653326842,2104685.84,Wire Transfer,2023-10-01T02:25:37Z
TXN_001365,137085456283,375924112559,1214517.92,Wire Transfer,2026-07-04T15:42:09Z
TXN_001366,965333637017,855984816312,1700584.76,Wire Transfer,2024-05-27T13:54:23Z
TXN_001367,366644302955,707754044012,447405.73,Hawala,2023-08-22T05:26:50Z
TXN_001368,612460425385,239367051012,1631567.39,Hawala,2023-09-20T03:43:00Z
TXN_001369,175193781324,529441262209,1955382.56,Hawala,2024-12-21T17:30:23Z
TXN_001370,183166824340,436301446863,153619.07,ATM Withdrawal,2024-04-24T16:33:26Z
TXN_001371,925433275044,192606739113,698008.39,Hawala,2025-06-08T02:40:19Z
TXN_001372,695159093902,398030335767,2387502.72,Cash Deposit,2024-05-22T09:10:15Z
TXN_001373,496888589631,898764459927,1099841.44,ATM Withdrawal,2023-10-21T09:07:29Z
TXN_001374,408249569141,454707694263,99656.7,ATM Withdrawal,2023-07-27T05:00:48Z
TXN_001375,340174048328,416283947099,672075.41,ATM Withdrawal,2023-07-08T05:05:11Z
TXN_001376,949886719545,898764459927,1572006.26,Wire Transfer,2023-01-01T05:25:36Z
TXN_001377,597449585302,731806075889,797785.57,Crypto Off-ramp,2023-03-27T00:44:20Z
TXN_001378,174603445189,297882139006,1449012.59,Crypto Off-ramp,2024-01-31T13:47:50Z
TXN_001379,309745910171,210680394106,688969.47,Wire Transfer,2024-08-04T23:05:44Z
TXN_001380,160565223285,740907432301,1275612.46,Hawala,2023-09-22T07:38:21Z
TXN_001381,567224239240,421337899597,564750.86,Hawala,2026-03-03T05:37:52Z
TXN_001382,901852651047,672926992893,159025.25,Wire Transfer,2023-07-17T12:24:04Z
TXN_001383,321182085004,807783122457,490777.82,Hawala,2026-01-25T09:19:07Z
TXN_001384,916019518291,720915169858,1424875.68,Hawala,2026-01-18T09:33:30Z
TXN_001385,926367383437,757653326842,2316512.23,ATM Withdrawal,2023-07-07T00:02:39Z
TXN_001386,129703671966,914060519667,1239799.73,Cash Deposit,2023-02-26T06:28:39Z
TXN_001387,570155147817,939536452900,254186.94,Cash Deposit,2026-04-29T02:38:26Z
TXN_001388,691594197944,882666446589,2121112.45,Wire Transfer,2025-12-08T12:56:34Z
TXN_001389,175193781324,275330503693,851956.05,Hawala,2023-05-23T15:44:48Z
TXN_001390,932138782905,446854951322,1528659.84,ATM Withdrawal,2025-09-23T13:54:11Z
TXN_001391,255749522616,807783122457,2033604.11,ATM Withdrawal,2023-05-18T22:46:34Z
TXN_001392,319639108224,506369708658,1591663.67,Wire Transfer,2026-01-10T13:57:40Z
TXN_001393,505790437758,733084476154,1563972.54,ATM Withdrawal,2024-12-28T12:22:06Z
TXN_001394,298099898903,769926325174,1216353.76,Hawala,2023-02-03T11:28:12Z
TXN_001395,977029968814,720301931247,274522.51,Cash Deposit,2026-05-30T15:17:27Z
TXN_001396,774614865670,351119549747,2035587.34,Crypto Off-ramp,2023-03-22T13:00:36Z
TXN_001397,671213975238,793468696662,278667.08,Wire Transfer,2024-04-13T14:10:49Z
TXN_001398,805676852121,491199657717,347254.62,Wire Transfer,2024-09-23T08:52:53Z
TXN_001399,457933131256,608356359224,954195.36,Hawala,2025-10-03T02:10:27Z
TXN_001400,761923001204,526537892598,1542306.79,Hawala,2025-09-08T14:05:05Z
TXN_001401,882118402127,139321366532,480213.09,Cash Deposit,2023-08-14T09:14:41Z
TXN_001402,168806662718,261947364074,1526703.9,Hawala,2024-08-02T19:46:59Z
TXN_001403,146577624618,132072153368,1859474.81,Cash Deposit,2024-08-11T08:15:56Z
TXN_001404,716242661715,759729331177,1720717.52,Crypto Off-ramp,2025-08-19T08:38:19Z
TXN_001405,372868678403,238591784094,1114469.55,Wire Transfer,2023-08-10T02:57:50Z
TXN_001406,440133403657,407302026538,2010737.06,Wire Transfer,2023-05-31T13:27:48Z
TXN_001407,637224769598,179603418555,873648.34,ATM Withdrawal,2024-11-30T21:21:26Z
TXN_001408,519923177633,680169798747,1995573.7,Hawala,2025-10-04T14:17:23Z
TXN_001409,773165086983,305926686392,1931909.73,ATM Withdrawal,2024-12-07T05:06:31Z
TXN_001410,150128451571,577667237814,1670777.88,Wire Transfer,2024-09-07T05:24:27Z
